Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2022 (FYTD),2022 (FYTD),NOV,NOV,54973,Mexico,U.S. Border Patrol,all,Title 42
2021,2021,OCT,OCT,41838,Mexico,U.S. Border Patrol,all,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,58464,Mexico,U.S. Border Patrol,all,Title 42
2019,2019,SEP,SEP,1693,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,SEP,SEP,1058,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,SEP,SEP,1740,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,AUG,AUG,612,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,AUG,AUG,950,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,AUG,AUG,1884,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,JUL,JUL,489,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,JUL,JUL,723,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,JUL,JUL,1568,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,JUN,JUN,542,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,JUN,JUN,679,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,JUN,JUN,1468,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,MAY,MAY,547,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,MAY,MAY,460,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,MAY,MAY,1590,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,APR,APR,547,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,APR,APR,273,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,APR,APR,1733,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),APR,APR,1996,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,MAR,MAR,408,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,MAR,MAR,582,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,MAR,MAR,1888,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),MAR,MAR,2116,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,FEB,FEB,283,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,FEB,FEB,763,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,FEB,FEB,1180,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),FEB,FEB,1711,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,JAN,JAN,205,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,JAN,JAN,919,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,JAN,JAN,891,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),JAN,JAN,1489,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,DEC,DEC,226,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,DEC,DEC,1484,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,DEC,DEC,724,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),DEC,DEC,1928,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,NOV,NOV,200,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,NOV,NOV,1112,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,NOV,NOV,1209,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),NOV,NOV,1988,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,OCT,OCT,252,Mexico,U.S. Border Patrol,FMUA,all
2020,2020,OCT,OCT,914,Mexico,U.S. Border Patrol,FMUA,all
2021,2021,OCT,OCT,1165,Mexico,U.S. Border Patrol,FMUA,all
2022 (FYTD),2022 (FYTD),OCT,OCT,1881,Mexico,U.S. Border Patrol,FMUA,all
2019,2019,SEP,SEP,1693,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,SEP,SEP,57,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,SEP,SEP,193,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,AUG,AUG,612,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,AUG,AUG,22,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,AUG,AUG,304,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,JUL,JUL,489,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,JUL,JUL,28,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,JUL,JUL,198,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,JUN,JUN,542,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,JUN,JUN,13,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,JUN,JUN,264,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,MAY,MAY,547,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,MAY,MAY,10,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,MAY,MAY,227,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,APR,APR,547,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,APR,APR,9,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,APR,APR,266,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,260,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,MAR,MAR,408,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,MAR,MAR,465,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,MAR,MAR,503,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,172,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,FEB,FEB,283,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,FEB,FEB,763,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,FEB,FEB,233,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,150,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,JAN,JAN,205,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,JAN,JAN,919,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,JAN,JAN,129,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,118,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,DEC,DEC,226,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,DEC,DEC,1484,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,DEC,DEC,39,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,184,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,NOV,NOV,200,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,NOV,NOV,1112,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,NOV,NOV,28,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,140,Mexico,U.S. Border Patrol,FMUA,Title 8
2019,2019,OCT,OCT,252,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,OCT,OCT,914,Mexico,U.S. Border Patrol,FMUA,Title 8
2021,2021,OCT,OCT,15,Mexico,U.S. Border Patrol,FMUA,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,151,Mexico,U.S. Border Patrol,FMUA,Title 8
2020,2020,SEP,SEP,1001,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,SEP,SEP,1547,Mexico,U.S. Border Patrol,FMUA,Title 42
2020,2020,AUG,AUG,928,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,AUG,AUG,1580,Mexico,U.S. Border Patrol,FMUA,Title 42
2020,2020,JUL,JUL,695,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,JUL,JUL,1370,Mexico,U.S. Border Patrol,FMUA,Title 42
2020,2020,JUN,JUN,666,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,JUN,JUN,1204,Mexico,U.S. Border Patrol,FMUA,Title 42
2020,2020,MAY,MAY,450,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,MAY,MAY,1363,Mexico,U.S. Border Patrol,FMUA,Title 42
2020,2020,APR,APR,264,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,APR,APR,1467,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,1736,Mexico,U.S. Border Patrol,FMUA,Title 42
2020,2020,MAR,MAR,117,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,MAR,MAR,1385,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,1944,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,FEB,FEB,947,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,1561,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,JAN,JAN,762,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,1371,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,DEC,DEC,685,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,1744,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,NOV,NOV,1181,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,1848,Mexico,U.S. Border Patrol,FMUA,Title 42
2021,2021,OCT,OCT,1150,Mexico,U.S. Border Patrol,FMUA,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,1730,Mexico,U.S. Border Patrol,FMUA,Title 42
2019,2019,SEP,SEP,13319,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,SEP,SEP,33389,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,SEP,SEP,52429,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,AUG,AUG,12122,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,AUG,AUG,31638,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,AUG,AUG,45924,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,JUL,JUL,11400,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,JUL,JUL,27594,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,JUL,JUL,49584,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,JUN,JUN,14332,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,JUN,JUN,23561,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,JUN,JUN,55931,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,MAY,MAY,15964,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,MAY,MAY,16193,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,MAY,MAY,62282,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,APR,APR,14965,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,APR,APR,10371,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,APR,APR,58171,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),APR,APR,71517,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,MAR,MAR,15230,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,MAR,MAR,16394,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,MAR,MAR,55181,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),MAR,MAR,77547,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,FEB,FEB,11689,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,FEB,FEB,14830,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,FEB,FEB,38392,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),FEB,FEB,62869,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,JAN,JAN,10113,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,JAN,JAN,14134,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,JAN,JAN,35456,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),JAN,JAN,52098,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,DEC,DEC,7888,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,DEC,DEC,12000,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,DEC,DEC,34515,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),DEC,DEC,43190,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,NOV,NOV,10197,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,NOV,NOV,13683,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,NOV,NOV,38396,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),NOV,NOV,55125,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,OCT,OCT,12748,Mexico,U.S. Border Patrol,Single Adults,all
2020,2020,OCT,OCT,15055,Mexico,U.S. Border Patrol,Single Adults,all
2021,2021,OCT,OCT,40607,Mexico,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),OCT,OCT,58713,Mexico,U.S. Border Patrol,Single Adults,all
2019,2019,SEP,SEP,13319,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,SEP,SEP,2308,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,SEP,SEP,1886,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,AUG,AUG,12122,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,AUG,AUG,2031,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,AUG,AUG,1765,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,JUL,JUL,11400,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JUL,JUL,1565,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JUL,JUL,1795,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,JUN,JUN,14332,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JUN,JUN,1276,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JUN,JUN,2138,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,MAY,MAY,15964,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,MAY,MAY,805,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,MAY,MAY,2236,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,APR,APR,14965,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,APR,APR,425,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,APR,APR,1972,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,5742,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,MAR,MAR,15230,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,MAR,MAR,12130,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,MAR,MAR,1719,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,4400,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,FEB,FEB,11689,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,FEB,FEB,14830,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,FEB,FEB,1457,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,2543,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,JAN,JAN,10113,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JAN,JAN,14134,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JAN,JAN,2006,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,1994,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,DEC,DEC,7888,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,DEC,DEC,12000,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,DEC,DEC,2148,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,1756,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,NOV,NOV,10197,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,NOV,NOV,13683,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,NOV,NOV,2260,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,2002,Mexico,U.S. Border Patrol,Single Adults,Title 8
2019,2019,OCT,OCT,12748,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,OCT,OCT,15055,Mexico,U.S. Border Patrol,Single Adults,Title 8
2021,2021,OCT,OCT,2245,Mexico,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,1979,Mexico,U.S. Border Patrol,Single Adults,Title 8
2020,2020,SEP,SEP,31081,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,SEP,SEP,50543,Mexico,U.S. Border Patrol,Single Adults,Title 42
2020,2020,AUG,AUG,29607,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,AUG,AUG,44159,Mexico,U.S. Border Patrol,Single Adults,Title 42
2020,2020,JUL,JUL,26029,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JUL,JUL,47789,Mexico,U.S. Border Patrol,Single Adults,Title 42
2020,2020,JUN,JUN,22285,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JUN,JUN,53793,Mexico,U.S. Border Patrol,Single Adults,Title 42
2020,2020,MAY,MAY,15388,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,MAY,MAY,60046,Mexico,U.S. Border Patrol,Single Adults,Title 42
2020,2020,APR,APR,9946,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,APR,APR,56199,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,65775,Mexico,U.S. Border Patrol,Single Adults,Title 42
2020,2020,MAR,MAR,4264,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,MAR,MAR,53462,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,73147,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,FEB,FEB,36935,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,60326,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JAN,JAN,33450,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,50104,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,DEC,DEC,32367,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,41434,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,NOV,NOV,36136,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,53123,Mexico,U.S. Border Patrol,Single Adults,Title 42
2021,2021,OCT,OCT,38362,Mexico,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,56734,Mexico,U.S. Border Patrol,Single Adults,Title 42
2019,2019,SEP,SEP,947,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,SEP,SEP,1977,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,SEP,SEP,1997,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,AUG,AUG,908,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,AUG,AUG,1823,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,AUG,AUG,1801,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,JUL,JUL,794,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JUL,JUL,1614,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JUL,JUL,1843,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,JUN,JUN,829,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JUN,JUN,1262,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JUN,JUN,2070,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,MAY,MAY,1020,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,MAY,MAY,835,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,MAY,MAY,2365,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,APR,APR,969,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,APR,APR,507,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,APR,APR,2266,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,2550,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,MAR,MAR,1111,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,MAR,MAR,1106,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,MAR,MAR,2278,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,2847,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,FEB,FEB,906,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,FEB,FEB,1133,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,FEB,FEB,1772,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,2497,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,JAN,JAN,791,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JAN,JAN,1065,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JAN,JAN,1775,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,2053,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,DEC,DEC,592,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,DEC,DEC,1081,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,DEC,DEC,1661,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,1783,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,NOV,NOV,752,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,NOV,NOV,1015,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,NOV,NOV,1936,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,2039,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,OCT,OCT,868,Mexico,U.S. Border Patrol,UC / Single Minors,all
2020,2020,OCT,OCT,941,Mexico,U.S. Border Patrol,UC / Single Minors,all
2021,2021,OCT,OCT,2365,Mexico,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,2307,Mexico,U.S. Border Patrol,UC / Single Minors,all
2019,2019,SEP,SEP,947,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,SEP,SEP,73,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,SEP,SEP,1997,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,AUG,AUG,908,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,AUG,AUG,33,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,AUG,AUG,1800,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,JUL,JUL,794,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JUL,JUL,21,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JUL,JUL,1843,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,JUN,JUN,829,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JUN,JUN,33,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JUN,JUN,2070,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,MAY,MAY,1020,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,MAY,MAY,16,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,MAY,MAY,2365,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,APR,APR,969,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,APR,APR,7,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,APR,APR,2266,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,2550,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,MAR,MAR,1111,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,MAR,MAR,881,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,MAR,MAR,2278,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,2847,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,FEB,FEB,906,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,FEB,FEB,1133,Mexico,U.S. Border Patrol,UC / Single Minors,Title 8
